Domain	Status	Genome Name	GOLD Project ID	GOLD Analysis Project ID	Submission ID	Ecosystem Category
Bacteria	Permanent Draft	Staphylococcus aureus HI013	Gp0020159	Ga0023369	30529	Human
Bacteria	Permanent Draft	Staphylococcus aureus HI022	Gp0020155	Ga0023366	30526	Human
Bacteria	Permanent Draft	Staphylococcus aureus HI049	Gp0019512	Ga0023360	30520	Human
Bacteria	Permanent Draft	Staphylococcus aureus HI049B	Gp0020152	Ga0023362	30522	Human
Bacteria	Permanent Draft	Staphylococcus aureus HI049C	Gp0020156	Ga0023367	30527	Human
Bacteria	Permanent Draft	Staphylococcus aureus HI111	Gp0020158	Ga0023364	30524	Human
Bacteria	Permanent Draft	Staphylococcus aureus HI168	Gp0020157	Ga0023368	30528	Human
Bacteria	Permanent Draft	Staphylococcus aureus HU11	Gp0148374	Ga0130315	131568	Human
Bacteria	Permanent Draft	Staphylococcus aureus HU13	Gp0148386	Ga0130247	90927	Human
Bacteria	Permanent Draft	Staphylococcus aureus HU14	Gp0148395	Ga0130245	131509	Human
Bacteria	Permanent Draft	Staphylococcus aureus HU15	Gp0148396	Ga0130242	131506	Human
Bacteria	Permanent Draft	Staphylococcus aureus HU16	Gp0148411	Ga0130241	131505	Human
Bacteria	Permanent Draft	Staphylococcus aureus HU17	Gp0148387	Ga0130240	131504	Human
Bacteria	Permanent Draft	Staphylococcus aureus HU21	Gp0148412	Ga0130234	131498	Human
Bacteria	Permanent Draft	Staphylococcus aureus HU23	Gp0148413	Ga0130239	131503	Human
Bacteria	Permanent Draft	Staphylococcus aureus HU26	Gp0148341	Ga0130233	131497	Human
Bacteria	Permanent Draft	Staphylococcus aureus HU4	Gp0148419	Ga0130318	131571	Human
Bacteria	Permanent Draft	Staphylococcus aureus HU5	Gp0148397	Ga0130319	131572	Human
Bacteria	Permanent Draft	Staphylococcus aureus HU6	Gp0148414	Ga0130322	131575	Human
Bacteria	Permanent Draft	Staphylococcus aureus HU7	Gp0148357	Ga0130320	131573	Human
Bacteria	Permanent Draft	Staphylococcus aureus HU8	Gp0148358	Ga0130323	131576	Human
Bacteria	Permanent Draft	Staphylococcus aureus HU9	Gp0148399	Ga0130321	131574	Human
Bacteria	Permanent Draft	Staphylococcus aureus IU1	Gp0148375	Ga0130236	131500	Human
Bacteria	Permanent Draft	Staphylococcus aureus IU10	Gp0148376	Ga0130263	131525	Human
Bacteria	Permanent Draft	Staphylococcus aureus IU11	Gp0148377	Ga0130244	131508	Human
Bacteria	Permanent Draft	Staphylococcus aureus IU12	Gp0148342	Ga0130235	131499	Human
Bacteria	Permanent Draft	Staphylococcus aureus IU13	Gp0148359	Ga0130246	131510	Human
Bacteria	Permanent Draft	Staphylococcus aureus IU15	Gp0148420	Ga0130261	131523	Human
Bacteria	Permanent Draft	Staphylococcus aureus IU17	Gp0148343	Ga0130259	131521	Human
Bacteria	Permanent Draft	Staphylococcus aureus IU18	Gp0148344	Ga0130251	131513	Human
Bacteria	Permanent Draft	Staphylococcus aureus IU19	Gp0148345	Ga0130267	131528	Human
Bacteria	Permanent Draft	Staphylococcus aureus IU2	Gp0148378	Ga0130238	131502	Human
Bacteria	Permanent Draft	Staphylococcus aureus IU20	Gp0148346	Ga0130262	131524	Human
Bacteria	Permanent Draft	Staphylococcus aureus IU4	Gp0148415	Ga0130237	131501	Human
Bacteria	Permanent Draft	Staphylococcus aureus IU6	Gp0148379	Ga0130243	131507	Human
Bacteria	Permanent Draft	Staphylococcus aureus IU7	Gp0148398	Ga0130255	131517	Human
Bacteria	Permanent Draft	Staphylococcus aureus IU9	Gp0148406	Ga0130248	131511	Human
Bacteria	Permanent Draft	Staphylococcus aureus KPL1828	Gp0012715	Ga0023280	30440	Human
Bacteria	Permanent Draft	Staphylococcus aureus KPL1845	Gp0012722	Ga0023283	30443	Human
Bacteria	Permanent Draft	Staphylococcus aureus KT/314250	Gp0024843	Ga0015814	18802	Human
Bacteria	Permanent Draft	Staphylococcus aureus KT/Y21	Gp0024842	Ga0015815	18803	Human
Bacteria	Permanent Draft	Staphylococcus aureus LIT68	Gp0148431	Ga0130286	131543	Human
Bacteria	Permanent Draft	Staphylococcus aureus LIT76	Gp0148432	Ga0130284	131541	Human
Bacteria	Permanent Draft	Staphylococcus aureus LIT89	Gp0148380	Ga0130275	131534	Human
Bacteria	Permanent Draft	Staphylococcus aureus LVP2	Gp0034900	Ga0021172	25104	Human
Bacteria	Permanent Draft	Staphylococcus aureus LVP5	Gp0034901	Ga0021173	25105	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0001	Gp0020160	Ga0023370	30530	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0006	Gp0019536	Ga0023481	30641	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0029	Gp0020161	Ga0023371	30531	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0045	Gp0020163	Ga0023373	30533	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0055	Gp0019537	Ga0023485	30645	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0060	Gp0019538	Ga0023482	30642	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0066	Gp0020165	Ga0023374	30534	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0075	Gp0036995	Ga0018156	22070	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0077	Gp0019539	Ga0023483	30643	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0102	Gp0020166	Ga0023375	30535	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0103	Gp0020167	Ga0023376	30536	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0104	Gp0023960	Ga0024670	36212	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0108	Gp0019540	Ga0023484	30644	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0144	Gp0019541	Ga0023490	30650	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0150	Gp0020209	Ga0023377	30537	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0171	Gp0023961	Ga0024671	36213	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0173	Gp0020210	Ga0023378	30538	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0177	Gp0019543	Ga0023488	30648	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0197	Gp0020212	Ga0023380	30540	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0200	Gp0019544	Ga0023489	30649	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0212	Gp0019588	Ga0023486	30646	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0221	Gp0020213	Ga0023381	30541	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0237	Gp0020214	Ga0023382	30542	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0250	Gp0019548	Ga0023493	30653	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0270	Gp0024005	Ga0024675	36217	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0273	Gp0024006	Ga0024676	36218	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0279	Gp0024007	Ga0024677	36219	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0280	Gp0019550	Ga0023494	30654	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0288	Gp0024008	Ga0024678	36220	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0294	Gp0036996	Ga0018150	22064	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0306	Gp0019551	Ga0023495	30655	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0312	Gp0024009	Ga0024679	36221	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0326	Gp0020217	Ga0023385	30545	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0328	Gp0020218	Ga0023386	30546	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0329	Gp0020219	Ga0023387	30547	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0334	Gp0019552	Ga0023496	30656	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0340	Gp0020221	Ga0023389	30549	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0347	Gp0020222	Ga0023390	30550	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0350	Gp0019553	Ga0023497	30657	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0363	Gp0019555	Ga0023499	30659	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0367	Gp0019556	Ga0023502	30662	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0374	Gp0019557	Ga0023503	30663	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0375	Gp0019558	Ga0023501	30661	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0391	Gp0020224	Ga0023392	30552	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0396	Gp0019559	Ga0023500	30660	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0404	Gp0024010	Ga0024689	36231	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0415	Gp0024011	Ga0024693	36235	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0424	Gp0019600	Ga0023507	30667	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0450	Gp0020267	Ga0023395	30555	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0455	Gp0024012	Ga0024692	36234	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0460	Gp0024013	Ga0024691	36233	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0467	Gp0020268	Ga0023396	30556	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0468	Gp0020269	Ga0023397	30557	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0478	Gp0020270	Ga0023398	30558	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0489	Gp0020271	Ga0023399	30559	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0494	Gp0020272	Ga0023400	30560	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0510	Gp0019563	Ga0023505	30665	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0513	Gp0019564	Ga0023504	30664	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0528	Gp0020277	Ga0023405	30565	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0529	Gp0020178	Ga0023436	30596	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0531	Gp0020278	Ga0023406	30566	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0536	Gp0020279	Ga0023407	30567	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0539	Gp0020280	Ga0023408	30568	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0547	Gp0019513	Ga0023412	30572	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0562	Gp0019565	Ga0023511	30671	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0565	Gp0019514	Ga0023409	30569	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0571	Gp0019566	Ga0023509	30669	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0580	Gp0019515	Ga0023410	30570	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0584	Gp0019567	Ga0023508	30668	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0586	Gp0019568	Ga0023510	30670	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0602	Gp0019516	Ga0023411	30571	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0622	Gp0019517	Ga0023413	30573	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0633	Gp0019569	Ga0023512	30672	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0646	Gp0023958	Ga0024680	36222	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0648	Gp0023902	Ga0024667	36209	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0660	Gp0023903	Ga0024666	36208	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0663	Gp0023904	Ga0024665	36207	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0673	Gp0023905	Ga0024669	36211	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0687	Gp0019519	Ga0023415	30575	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0692	Gp0019520	Ga0023416	30576	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0719	Gp0019521	Ga0023417	30577	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0769	Gp0019522	Ga0023418	30578	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0770	Gp0019523	Ga0023419	30579	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0780	Gp0019524	Ga0023420	30580	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0792	Gp0023907	Ga0024694	36236	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0799	Gp0019525	Ga0023421	30581	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0822	Gp0023908	Ga0024688	36230	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0823	Gp0019526	Ga0023422	30582	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0831	Gp0023909	Ga0024687	36229	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0844	Gp0019527	Ga0023423	30583	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0877	Gp0023911	Ga0024685	36227	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0892	Gp0023953	Ga0024683	36225	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0900	Gp0023954	Ga0024682	36224	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0927	Gp0023955	Ga0024681	36223	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0934	Gp0019528	Ga0023424	30584	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0943	Gp0019575	Ga0023425	30585	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0944	Gp0020168	Ga0023426	30586	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0946	Gp0021617	Ga0024594	36132	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0964	Gp0021618	Ga0024595	36133	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0978	Gp0021619	Ga0024596	36134	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0994	Gp0021634	Ga0024597	36135	Human
Bacteria	Permanent Draft	Staphylococcus aureus M0999	Gp0020171	Ga0023429	30589	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1	Gp0041069	Ga0046433	54486	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1007	Gp0020172	Ga0023430	30590	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1010	Gp0020173	Ga0023431	30591	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1016	Gp0020174	Ga0023432	30592	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1034	Gp0021635	Ga0024598	36136	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1036	Gp0020175	Ga0023433	30593	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1037	Gp0020176	Ga0023434	30594	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1044	Gp0021636	Ga0024599	36137	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1060	Gp0036997	Ga0018167	22081	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1061	Gp0021637	Ga0024600	36138	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1062	Gp0021638	Ga0024601	36139	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1063	Gp0020179	Ga0023437	30597	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1064	Gp0020181	Ga0023439	30599	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1068	Gp0021639	Ga0024602	36140	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1076	Gp0020180	Ga0023438	30598	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1092	Gp0020182	Ga0023442	30602	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1093	Gp0020183	Ga0023441	30601	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1095	Gp0020225	Ga0023443	30603	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1103	Gp0020226	Ga0023440	30600	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1109	Gp0021641	Ga0024604	36142	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1119	Gp0020227	Ga0023444	30604	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1126	Gp0021642	Ga0024605	36143	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1142	Gp0021643	Ga0024606	36144	Human
Bacteria	Permanent Draft	Staphylococcus aureus M116	Gp0148347	Ga0130274	131533	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1167	Gp0020228	Ga0023445	30605	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1170	Gp0020229	Ga0023448	30608	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1188	Gp0020230	Ga0023446	30606	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1193	Gp0036999	Ga0018153	22067	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1198	Gp0020231	Ga0023447	30607	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1199	Gp0020232	Ga0023453	30613	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1215	Gp0020233	Ga0023452	30612	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1223	Gp0021644	Ga0024607	36145	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1224	Gp0021645	Ga0024608	36146	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1228	Gp0037000	Ga0018147	22061	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1229	Gp0020235	Ga0023451	30611	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1229	Gp0148335	Ga0130272	131532	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1244	Gp0021646	Ga0024609	36147	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1248	Gp0020236	Ga0023449	30609	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1253	Gp0020237	Ga0023458	30618	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1255	Gp0020238	Ga0023457	30617	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1275	Gp0021662	Ga0024611	36149	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1277	Gp0020240	Ga0023455	30615	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1286	Gp0021663	Ga0024612	36150	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1291	Gp0020281	Ga0023454	30614	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1309	Gp0021664	Ga0024615	36153	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1321	Gp0020284	Ga0023462	30622	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1322	Gp0020285	Ga0023459	30619	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1359	Gp0020286	Ga0023463	30623	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1367	Gp0020287	Ga0023464	30624	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1374	Gp0021665	Ga0024616	36154	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1394	Gp0020289	Ga0023466	30626	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1405	Gp0021666	Ga0024613	36151	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1407	Gp0037001	Ga0018166	22080	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1450	Gp0020290	Ga0023467	30627	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1462	Gp0020292	Ga0023470	30630	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1463	Gp0020293	Ga0023469	30629	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1466	Gp0037003	Ga0018146	22060	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1481	Gp0020294	Ga0023471	30631	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1510	Gp0021667	Ga0024614	36152	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1520	Gp0020295	Ga0023474	30634	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1521	Gp0020296	Ga0023473	30633	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1531	Gp0019529	Ga0023476	30636	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1544	Gp0019531	Ga0023472	30632	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1556	Gp0019532	Ga0023480	30640	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1563	Gp0019533	Ga0023479	30639	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1565	Gp0019534	Ga0023478	30638	Human
Bacteria	Permanent Draft	Staphylococcus aureus M1578	Gp0019535	Ga0023477	30637	Human
Bacteria	Permanent Draft	Staphylococcus aureus M170	Gp0148433	Ga0130375	131624	Human
Bacteria	Permanent Draft	Staphylococcus aureus M2	Gp0033388	Ga0019677	23765	Human
Bacteria	Permanent Draft	Staphylococcus aureus M278	Gp0148404	Ga0130273	90928	Human
Bacteria	Permanent Draft	Staphylococcus aureus M418	Gp0148405	Ga0130276	131535	Human
Bacteria	Permanent Draft	Staphylococcus aureus M592	Gp0148416	Ga0130277	131536	Human
Bacteria	Permanent Draft	Staphylococcus aureus M705	Gp0148401	Ga0130252	131514	Human
Bacteria	Permanent Draft	Staphylococcus aureus M876	Gp0004984	Ga0030400		Human
Bacteria	Permanent Draft	Staphylococcus aureus M996	Gp0148348	Ga0130278	90921	Human
Bacteria	Permanent Draft	Staphylococcus aureus MAL1	Gp0148434	Ga0130269	131530	Human
Bacteria	Permanent Draft	Staphylococcus aureus MAL11	Gp0148435	Ga0130270	131531	Human
Bacteria	Permanent Draft	Staphylococcus aureus MAL119	Gp0148349	Ga0130256	131518	Human
Bacteria	Permanent Draft	Staphylococcus aureus MAL215	Gp0148402	Ga0130258	131520	Human
Bacteria	Permanent Draft	Staphylococcus aureus MAL3	Gp0148350	Ga0130253	131515	Human
Bacteria	Permanent Draft	Staphylococcus aureus MAL9	Gp0148351	Ga0130257	131519	Human
Bacteria	Permanent Draft	Staphylococcus aureus MU1	Gp0148381	Ga0130312	131565	Human
Bacteria	Permanent Draft	Staphylococcus aureus MU10	Gp0148382	Ga0130299	131553	Human
Bacteria	Permanent Draft	Staphylococcus aureus MU20	Gp0148383	Ga0130316	131569	Human
Bacteria	Permanent Draft	Staphylococcus aureus MU4	Gp0148360	Ga0130288	131545	Human
Bacteria	Permanent Draft	Staphylococcus aureus MU5	Gp0148436	Ga0130289	131546	Human
Bacteria	Permanent Draft	Staphylococcus aureus MU6	Gp0148384	Ga0130294	131550	Human
Bacteria	Permanent Draft	Staphylococcus aureus MU7	Gp0148385	Ga0130291	131548	Human
Bacteria	Permanent Draft	Staphylococcus aureus MU9	Gp0148437	Ga0130300	131554	Human
Bacteria	Permanent Draft	Staphylococcus aureus MUM475	Gp0075879	Ga0042661	38932	Human
Bacteria	Permanent Draft	Staphylococcus aureus Na21	Gp0148352	Ga0130271	90922	Human
Bacteria	Permanent Draft	Staphylococcus aureus NA32	Gp0148353	Ga0130249	90923	Human
Bacteria	Finished	Staphylococcus aureus NCCP 14562	Gp0205969	Ga0175249	118634	Human
Bacteria	Permanent Draft	Staphylococcus aureus NN54	Gp0023121	Ga0020845	24776	Human
Bacteria	Permanent Draft	Staphylococcus aureus P32	Gp0148403	Ga0130279	131537	Human
Bacteria	Permanent Draft	Staphylococcus aureus PM1	Gp0033387	Ga0021097	25029	Human
Bacteria	Permanent Draft	Staphylococcus aureus PPUKM-261-2009	Gp0024845	Ga0021071	25003	Human
Bacteria	Permanent Draft	Staphylococcus aureus PPUKM-332-2009	Gp0024846	Ga0021068	25000	Human
Bacteria	Permanent Draft	Staphylococcus aureus RA3	Gp0148354	Ga0130280	131538	Human
Bacteria	Permanent Draft	Staphylococcus aureus RA6	Gp0148410	Ga0130281	131539	Human
Bacteria	Permanent Draft	Staphylococcus aureus RA7	Gp0148438	Ga0130260	131522	Human
Bacteria	Permanent Draft	Staphylococcus aureus S1	Gp0048266	Ga0060118	47953	Human
Bacteria	Permanent Draft	Staphylococcus aureus S100	Gp0043417	Ga0058550	47229	Human
Bacteria	Permanent Draft	Staphylococcus aureus S94	Gp0043420	Ga0042673	38157	Human
Bacteria	Permanent Draft	Staphylococcus aureus SA16 (First)	Gp0012936	Ga0010213	6700	Human
Bacteria	Finished	Staphylococcus aureus SA40TW	Gp0203334	Ga0174901	117909	Human
Bacteria	Permanent Draft	Staphylococcus aureus SA_ST125_MupR	Gp0040645	Ga0058552	47208	Human
Bacteria	Permanent Draft	Staphylococcus aureus United Kingdom102	Gp0148355	Ga0130290	131547	Human
Bacteria	Permanent Draft	Staphylococcus aureus VH221	Gp0034902	Ga0021171	25103	Human
Bacteria	Permanent Draft	Staphylococcus capitis SK14	Gp0003427	Ga0030425		Human
Bacteria	Permanent Draft	Staphylococcus caprae C87	Gp0004581	Ga0030426		Human
Bacteria	Permanent Draft	Staphylococcus cohnii cohnii 532	Gp0119450	Ga0078428	78590	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis 12142587	Gp0024849	Ga0021072	25004	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis 14.1.R1.SE	Gp0009708	Ga0015436	18440	Human
Bacteria	Finished	Staphylococcus epidermidis ATCC 12228	Gp0000659	Ga0030430		Human
Bacteria	Permanent Draft	Staphylococcus epidermidis AU12-03	Gp0024015	Ga0012003	12136	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis BCM-HMP0060	Gp0004396	Ga0030431		Human
Bacteria	Permanent Draft	Staphylococcus epidermidis BVS058A4	Gp0006076	Ga0015275	18278	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis E13A	Gp0011078	Ga0017083	20596	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis FRI909	Gp0007253	Ga0015374	18378	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis FS1	Gp0133175	Ga0113507	95641	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis M23864:W1	Gp0004506	Ga0030432		Human
Bacteria	Permanent Draft	Staphylococcus epidermidis M23864:W2(grey)	Gp0003428	Ga0030433		Human
Bacteria	Permanent Draft	Staphylococcus epidermidis NIH04003	Gp0018227	Ga0016558	19553	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis NIH04008	Gp0009574	Ga0015329	18333	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis NIH05001	Gp0009575	Ga0015330	18334	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis NIH05003	Gp0018228	Ga0016557	19552	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis NIH05005	Gp0009570	Ga0015331	18335	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis NIH051475	Gp0018408	Ga0016560	19555	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis NIH051668	Gp0018226	Ga0016559	19554	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis NIH06004	Gp0018229	Ga0016562	19557	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis NIH08001	Gp0018230	Ga0016561	19556	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis NIHLM001	Gp0010003	Ga0015332	18336	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis NIHLM003	Gp0010004	Ga0015333	18337	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis NIHLM008	Gp0010005	Ga0015334	18338	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis NIHLM015	Gp0010006	Ga0015335	18339	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis NIHLM018	Gp0010007	Ga0015336	18340	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis NIHLM020	Gp0010084	Ga0013842	16843	Human
Bacteria	Permanent Draft	Staphylococcus epidermidis NIHLM021	Gp0010085	Ga0013841	16842	Human
